cntry,cname,cedition,cproddat,cseqno,name,essround,edition,idno,dweight,pspwght,pweight,anweight,polintr,psppsgva,actrolga,psppipla,cptppola,polcmpl,trstprl,trstlgl,trstplt,trstprt,lrscale,stfeco,stfgov,stfdem,stfedu,gincdif,prtyban,prtvtdru,ctzcntr,atchctr,edulvla,eduyrs,mainact,emplrel,iorgact,uemp5yr,hinctnta,hincfel
RU,ESS1-9e01,1.0,10.12.2020,368668,ESS8e02_2,8,2.2,830,0.799172520637512,0.195315778255463,4.985758313,0.973797265097238,3,1,1,1,1,,5,5,5,5,88,5,5,5,4,1,,1,1,5,5,13,66,1,0,6,7,2
RU,ESS1-9e01,1.0,10.12.2020,368669,ESS8e02_2,8,2.2,831,1.59834504127502,0.528991520404816,4.985758313,2.63742387036482,3,1,1,1,1,,10,10,10,10,5,5,10,5,8,3,,66,1,5,5,15,66,1,0,6,77,3
RU,ESS1-9e01,1.0,10.12.2020,368670,ESS8e02_2,8,2.2,833,1.25168478488922,0.41426020860672,4.985758313,2.06540127880607,3,2,1,1,1,,3,5,0,3,3,6,5,5,4,2,,1,1,10,5,13,66,1,5,6,7,3
RU,ESS1-9e01,1.0,10.12.2020,368671,ESS8e02_2,8,2.2,834,2.50336956977844,1.07111608982086,4.985758313,5.34032594901242,3,1,1,1,1,,1,1,1,1,88,2,1,0,0,2,,66,1,77,5,14,66,1,0,6,77,3
RU,ESS1-9e01,1.0,10.12.2020,368672,ESS8e02_2,8,2.2,838,1.25168478488922,0.509514808654785,4.985758313,2.5403176928472,2,2,3,2,2,,0,0,0,0,4,2,5,0,0,3,,66,1,10,5,12,66,1,0,6,88,2
RU,ESS1-9e01,1.0,10.12.2020,368673,ESS8e02_2,8,2.2,840,1.25168478488922,1.45969665050507,4.985758313,7.27769470971389,3,2,1,1,1,,77,77,77,77,77,88,4,5,7,2,,66,1,5,2,8,66,6,66,6,88,3
RU,ESS1-9e01,1.0,10.12.2020,368674,ESS8e02_2,8,2.2,841,0.625842392444611,0.152954310178757,4.985758313,0.762593223482917,1,2,3,2,1,,6,6,3,77,88,5,4,5,5,2,,88,1,10,5,11,66,1,88,6,77,3
RU,ESS1-9e01,1.0,10.12.2020,368675,ESS8e02_2,8,2.2,842,0.625842392444611,0.152954310178757,4.985758313,0.762593223482917,2,2,7,1,2,,1,2,1,1,8,2,6,7,7,2,,6,1,10,5,16,66,1,0,6,77,3
RU,ESS1-9e01,1.0,10.12.2020,368676,ESS8e02_2,8,2.2,843,1.87752723693848,0.704857289791107,4.985758313,3.51424809205466,2,2,1,2,1,,2,2,2,2,5,4,8,5,4,2,,77,1,10,5,14,66,1,1,6,77,3
RU,ESS1-9e01,1.0,10.12.2020,368677,ESS8e02_2,8,2.2,844,1.87752723693848,2.72215580940247,4.985758313,13.5720109560096,2,1,3,2,2,,1,3,77,77,1,2,7,1,5,2,,2,1,10,3,10,66,1,1,6,77,3
RU,ESS1-9e01,1.0,10.12.2020,368678,ESS8e02_2,8,2.2,845,0.625842392444611,0.152954310178757,4.985758313,0.762593223482917,2,1,1,1,1,,2,5,3,3,5,4,6,5,7,2,,66,1,10,5,15,66,1,1,6,2,3
RU,ESS1-9e01,1.0,10.12.2020,368679,ESS8e02_2,8,2.2,846,1.25168478488922,0.305908620357513,4.985758313,1.52518644696583,3,2,1,1,1,,1,8,1,1,1,2,3,0,3,1,,66,1,10,5,15,6,2,1,1,4,8
RU,ESS1-9e01,1.0,10.12.2020,368680,ESS8e02_2,8,2.2,847,1.25168478488922,2.76044702529907,4.985758313,13.762921703981,4,1,1,1,1,,3,3,1,1,5,3,3,4,5,1,,66,1,10,3,11,66,1,1,6,2,3
RU,ESS1-9e01,1.0,10.12.2020,368681,ESS8e02_2,8,2.2,848,0.625842392444611,0.254757404327393,4.985758313,1.2701588464236,2,1,1,1,1,,1,88,4,1,5,1,5,3,2,1,,66,1,10,5,11,6,1,2,6,4,2
RU,ESS1-9e01,1.0,10.12.2020,368682,ESS8e02_2,8,2.2,849,1.25168478488922,0.41426020860672,4.985758313,2.06540127880607,2,2,1,1,1,,1,1,1,1,6,4,4,4,3,1,,66,1,9,5,12,1,1,1,2,77,3
RU,ESS1-9e01,1.0,10.12.2020,368683,ESS8e02_2,8,2.2,850,0.625842392444611,1.38022351264954,4.985758313,6.88146085199048,3,1,1,1,1,,1,1,1,1,5,1,3,5,5,1,,66,1,5,3,11,6,1,0,6,2,3
RU,ESS1-9e01,1.0,10.12.2020,368684,ESS8e02_2,8,2.2,851,1.25168478488922,0.305908620357513,4.985758313,1.52518644696583,4,1,1,1,1,,1,4,1,1,5,1,77,5,2,1,,88,1,9,5,11,1,1,1,6,5,3
RU,ESS1-9e01,1.0,10.12.2020,368685,ESS8e02_2,8,2.2,852,0.625842392444611,1.38022351264954,4.985758313,6.88146085199048,2,1,1,1,1,,4,6,4,7,8,4,6,7,5,2,,1,1,10,3,11,6,1,1,6,2,2
RU,ESS1-9e01,1.0,10.12.2020,368686,ESS8e02_2,8,2.2,853,1.87752723693848,4.00043392181396,4.985758313,19.9451966812912,4,1,1,1,1,,2,3,0,0,5,3,2,88,5,1,,66,1,9,3,12,66,1,1,6,77,3
RU,ESS1-9e01,1.0,10.12.2020,368687,ESS8e02_2,8,2.2,854,1.25168478488922,4.00043392181396,4.985758313,19.9451966812912,4,1,1,1,1,,3,3,1,1,5,1,2,1,4,2,,66,1,8,3,12,4,1,1,1,1,4
RU,ESS1-9e01,1.0,10.12.2020,368688,ESS8e02_2,8,2.2,859,1.58547353744507,0.387485831975937,4.985758313,1.93191070794375,2,2,2,2,1,,8,88,8,8,5,5,5,5,4,4,,13,1,10,5,13,6,1,0,6,77,3
RU,ESS1-9e01,1.0,10.12.2020,368689,ESS8e02_2,8,2.2,861,0.528491199016571,0.129161909222603,4.985758313,0.643970062629543,4,1,1,1,1,,10,10,88,88,10,8,8,88,88,1,,13,1,10,5,11,66,1,0,6,2,3
RU,ESS1-9e01,1.0,10.12.2020,368690,ESS8e02_2,8,2.2,862,1.05698239803314,0.396809935569763,4.985758313,1.97839843494794,2,1,2,1,1,,88,3,3,3,10,7,5,7,8,2,,1,1,10,5,13,1,1,0,6,77,3
RU,ESS1-9e01,1.0,10.12.2020,368691,ESS8e02_2,8,2.2,863,0.528491199016571,1.16552698612213,4.985758313,5.81103586008425,4,1,1,1,1,,10,88,10,10,88,88,88,88,10,3,,66,1,0,3,12,66,1,0,6,77,3
RU,ESS1-9e01,1.0,10.12.2020,368692,ESS8e02_2,8,2.2,865,0.528491199016571,0.129161909222603,4.985758313,0.643970062629543,3,2,1,1,1,,7,5,5,88,77,2,3,5,5,2,,1,1,0,5,16,66,1,10,6,77,2
RU,ESS1-9e01,1.0,10.12.2020,368693,ESS8e02_2,8,2.2,866,1.05698239803314,1.53247976303101,4.985758313,7.64057371803611,2,2,1,2,1,,10,88,7,7,88,0,0,5,10,2,,20,1,6,3,12,6,6,66,6,77,7
RU,ESS1-9e01,1.0,10.12.2020,368694,ESS8e02_2,8,2.2,868,0.528491199016571,0.174910515546799,4.985758313,0.872061556918567,3,1,1,1,1,,5,0,3,0,77,0,0,0,0,2,,66,1,0,5,13,1,1,0,6,3,4
RU,ESS1-9e01,1.0,10.12.2020,368695,ESS8e02_2,8,2.2,869,1.05698239803314,0.396809935569763,4.985758313,1.97839843494794,4,1,1,1,1,,5,3,0,88,77,0,0,88,0,2,,66,1,10,5,13,66,1,0,6,77,4
RU,ESS1-9e01,1.0,10.12.2020,368696,ESS8e02_2,8,2.2,870,0.528491199016571,1.09542977809906,4.985758313,5.46154812246513,3,2,1,2,1,,4,88,5,3,77,0,0,0,88,1,,66,1,10,2,5,66,1,0,6,77,3
RU,ESS1-9e01,1.0,10.12.2020,368697,ESS8e02_2,8,2.2,871,0.528491199016571,1.09542977809906,4.985758313,5.46154812246513,4,1,1,1,1,,10,88,88,88,77,88,10,88,10,8,,66,1,10,1,4,66,1,0,6,3,2
RU,ESS1-9e01,1.0,10.12.2020,368698,ESS8e02_2,8,2.2,872,0.528491199016571,1.16552698612213,4.985758313,5.81103586008425,4,1,2,2,2,,5,88,5,5,88,3,3,5,5,1,,66,1,6,3,12,6,6,66,6,77,3
RU,ESS1-9e01,1.0,10.12.2020,368699,ESS8e02_2,8,2.2,874,0.528491199016571,0.174910515546799,4.985758313,0.872061556918567,3,2,2,2,1,,3,5,3,0,0,0,5,5,5,3,,66,1,5,5,16,1,1,0,6,5,3
RU,ESS1-9e01,1.0,10.12.2020,368700,ESS8e02_2,8,2.2,875,1.58547353744507,0.524731576442719,4.985758313,2.61618481934288,1,2,2,2,2,,4,5,5,5,88,3,3,5,4,4,,11,1,8,5,16,1,1,10,6,77,7
RU,ESS1-9e01,1.0,10.12.2020,368701,ESS8e02_2,8,2.2,877,2.11396479606628,3.93303942680359,4.985758313,19.6091840175427,4,1,1,1,1,,0,0,0,0,10,0,0,0,2,3,,66,1,10,3,12,66,1,0,6,77,7
RU,ESS1-9e01,1.0,10.12.2020,368702,ESS8e02_2,8,2.2,878,0.528491199016571,4.00043392181396,4.985758313,19.9451966812912,3,1,1,1,1,,0,0,0,0,77,0,0,5,0,4,,66,1,6,3,12,8,1,0,6,77,3
RU,ESS1-9e01,1.0,10.12.2020,368703,ESS8e02_2,8,2.2,881,1.58547353744507,0.595215201377869,4.985758313,2.96759913829368,3,1,1,1,3,,0,0,0,3,0,3,0,4,4,4,,66,1,10,5,16,66,1,10,6,77,2
RU,ESS1-9e01,1.0,10.12.2020,368704,ESS8e02_2,8,2.2,882,0.528491199016571,0.198404967784882,4.985758313,0.989199217473971,1,1,1,1,1,,3,5,0,0,77,5,5,5,5,2,,66,1,8,5,12,66,1,0,6,77,3
RU,ESS1-9e01,1.0,10.12.2020,368705,ESS8e02_2,8,2.2,883,0.528491199016571,4.00043392181396,4.985758313,19.9451966812912,4,1,1,1,1,,2,4,5,88,10,0,0,0,0,3,,66,1,0,3,12,66,1,0,6,77,3
RU,ESS1-9e01,1.0,10.12.2020,368706,ESS8e02_2,8,2.2,886,1.0137437582016,2.96357464790344,4.985758313,14.7756669369806,3,2,1,1,1,,2,6,2,1,5,4,5,7,5,1,,1,1,10,3,12,66,1,7,6,5,2
RU,ESS1-9e01,1.0,10.12.2020,368707,ESS8e02_2,8,2.2,887,1.0137437582016,0.444743394851685,4.985758313,2.21738307803363,3,1,1,1,1,,2,5,0,0,5,3,4,1,4,1,,66,1,8,5,15,66,1,8,6,77,2
RU,ESS1-9e01,1.0,10.12.2020,368708,ESS8e02_2,8,2.2,890,2.0274875164032,0.889486789703369,4.985758313,4.43476615606726,3,1,1,1,1,,3,5,1,0,5,4,5,4,6,1,,66,1,8,5,12,66,1,3,6,88,3
RU,ESS1-9e01,1.0,10.12.2020,368709,ESS8e02_2,8,2.2,895,1.52061557769775,2.35066175460815,4.985758313,11.7198313840888,4,2,1,1,1,,88,6,88,88,88,4,88,7,8,1,,66,1,9,2,9,66,6,66,6,88,2
RU,ESS1-9e01,1.0,10.12.2020,368710,ESS8e02_2,8,2.2,896,2.0274875164032,1.73018133640289,4.985758313,8.62626598096817,4,1,1,1,1,,4,5,3,2,5,3,4,88,7,1,,1,1,9,5,12,66,1,3,1,88,2
RU,ESS1-9e01,1.0,10.12.2020,368711,ESS8e02_2,8,2.2,897,1.52061557769775,0.667115032672882,4.985758313,3.32607431987609,4,1,1,1,1,,5,5,3,1,5,3,4,3,7,1,,2,1,7,5,16,1,1,2,6,77,2
RU,ESS1-9e01,1.0,10.12.2020,368712,ESS8e02_2,8,2.2,899,0.5068718791008,0.287483185529709,4.985758313,1.43332168210247,3,1,1,1,1,,1,6,2,1,5,1,3,5,7,1,,13,1,10,5,17,66,1,5,6,7,2
RU,ESS1-9e01,1.0,10.12.2020,368713,ESS8e02_2,8,2.2,901,0.5068718791008,0.273503690958023,4.985758313,1.36362330083015,2,1,1,1,1,,5,8,4,2,5,2,6,6,7,1,,1,1,9,5,12,66,1,5,6,77,2
RU,ESS1-9e01,1.0,10.12.2020,368714,ESS8e02_2,8,2.2,902,1.52061557769775,0.756723940372467,4.985758313,3.77284267635814,2,1,1,1,1,,2,6,1,1,5,1,2,3,7,1,,66,1,8,5,15,66,1,4,6,88,2
RU,ESS1-9e01,1.0,10.12.2020,368715,ESS8e02_2,8,2.2,905,1.0137437582016,0.574966371059418,4.985758313,2.86664336420493,3,1,1,1,1,,5,7,5,3,5,1,4,3,7,2,,13,1,9,5,13,66,1,4,6,88,3
RU,ESS1-9e01,1.0,10.12.2020,368716,ESS8e02_2,8,2.2,906,1.0137437582016,3.0157036781311,4.985758313,15.0355696827868,4,1,1,1,1,,88,8,88,88,88,5,88,88,8,1,,66,1,9,3,12,66,6,66,6,88,3
RU,ESS1-9e01,1.0,10.12.2020,368717,ESS8e02_2,8,2.2,909,2.0274875164032,1.00896489620209,4.985758313,5.03045511876474,2,1,1,1,1,,2,5,1,1,88,1,1,2,7,1,,11,1,9,5,15,66,1,4,6,88,3
RU,ESS1-9e01,1.0,10.12.2020,368718,ESS8e02_2,8,2.2,910,1.0137437582016,0.574966371059418,4.985758313,2.86664336420493,3,1,1,1,1,,4,6,5,4,88,3,4,4,8,1,,1,1,8,5,18,66,1,6,6,88,2
RU,ESS1-9e01,1.0,10.12.2020,368719,ESS8e02_2,8,2.2,911,1.0137437582016,0.865090668201447,4.985758313,4.31313299048409,3,1,2,2,1,,0,1,0,0,88,88,2,0,4,3,,11,1,2,5,15,66,1,6,6,77,2
RU,ESS1-9e01,1.0,10.12.2020,368720,ESS8e02_2,8,2.2,914,1.52061557769775,0.820510923862457,4.985758313,4.09086915955456,2,2,1,1,1,,2,4,4,4,88,88,6,77,7,3,,1,1,9,5,12,8,1,1,2,6,2
RU,ESS1-9e01,1.0,10.12.2020,368721,ESS8e02_2,8,2.2,915,0.5068718791008,0.164209425449371,4.985758313,0.818708508007157,2,3,2,3,2,,4,4,6,7,3,3,4,77,3,1,,66,1,5,5,19,1,1,2,6,77,8
RU,ESS1-9e01,1.0,10.12.2020,368722,ESS8e02_2,8,2.2,923,0.5068718791008,0.222371697425842,4.985758313,1.10869153901681,2,3,2,2,2,,3,3,3,4,5,7,4,4,3,1,,2,1,6,5,17,66,1,5,2,3,3
RU,ESS1-9e01,1.0,10.12.2020,368723,ESS8e02_2,8,2.2,927,0.5068718791008,0.252241224050522,4.985758313,1.25761377969118,4,8,2,1,1,,2,3,2,2,88,88,4,88,88,3,,66,1,3,5,13,66,1,4,1,88,2
RU,ESS1-9e01,1.0,10.12.2020,368724,ESS8e02_2,8,2.2,928,1.52061557769775,1.29763615131378,4.985758313,6.46970022866201,3,1,1,1,1,,1,3,2,2,77,1,3,3,1,3,,66,1,4,5,12,66,7,4,2,6,3
RU,ESS1-9e01,1.0,10.12.2020,368725,ESS8e02_2,8,2.2,929,1.0137437582016,0.328418850898743,4.985758313,1.63741701601431,1,4,2,3,3,,8,6,9,9,2,6,8,8,3,1,,2,1,10,5,17,66,1,9,6,2,2
RU,ESS1-9e01,1.0,10.12.2020,368726,ESS8e02_2,8,2.2,930,1.0137437582016,0.547007381916046,4.985758313,2.72724660166029,1,2,2,3,2,,5,5,4,3,5,3,3,4,6,1,,66,1,10,5,18,1,1,0,6,9,2
RU,ESS1-9e01,1.0,10.12.2020,368727,ESS8e02_2,8,2.2,932,1.0137437582016,0.328418850898743,4.985758313,1.63741701601431,3,2,2,2,1,,4,3,3,3,4,6,5,3,4,2,,1,1,6,5,10,66,1,88,2,88,4
RU,ESS1-9e01,1.0,10.12.2020,368728,ESS8e02_2,8,2.2,937,0.5068718791008,0.432545334100723,4.985758313,2.15656649524204,4,2,1,2,1,,88,2,88,88,88,88,88,88,2,1,,66,1,88,5,16,66,1,2,1,77,7
RU,ESS1-9e01,1.0,10.12.2020,368729,ESS8e02_2,8,2.2,938,1.0137437582016,2.95600318908691,4.985758313,14.7379174732446,4,1,1,1,1,,3,2,3,1,77,4,3,2,88,1,,66,1,3,3,10,66,1,6,6,7,2
RU,ESS1-9e01,1.0,10.12.2020,368730,ESS8e02_2,8,2.2,939,1.0137437582016,0.328418850898743,4.985758313,1.63741701601431,2,1,1,1,1,,7,8,7,8,6,3,4,77,6,2,,1,1,8,5,16,1,1,10,6,6,2
RU,ESS1-9e01,1.0,10.12.2020,368731,ESS8e02_2,8,2.2,940,1.52061557769775,0.667115032672882,4.985758313,3.32607431987609,3,2,1,2,2,,6,7,4,5,6,7,7,5,7,3,,1,1,7,5,12,66,1,3,6,6,2
RU,ESS1-9e01,1.0,10.12.2020,368732,ESS8e02_2,8,2.2,941,0.5068718791008,0.783553779125214,4.985758313,3.9066097679561,4,7,1,1,1,,1,1,0,0,77,77,1,77,88,2,,66,1,9,2,11,66,1,0,6,5,3
RU,ESS1-9e01,1.0,10.12.2020,368733,ESS8e02_2,8,2.2,942,1.0137437582016,0.865090668201447,4.985758313,4.31313299048409,4,8,1,1,2,,4,3,4,2,88,4,7,6,88,4,,66,1,4,5,16,66,1,8,6,77,2
RU,ESS1-9e01,1.0,10.12.2020,368734,ESS8e02_2,8,2.2,943,1.0137437582016,1.0222464799881,4.985758313,5.09667388553565,4,1,1,2,3,,5,3,6,6,88,4,4,88,3,1,,66,1,8,2,9,66,1,3,2,8,2
RU,ESS1-9e01,1.0,10.12.2020,368735,ESS8e02_2,8,2.2,944,0.5068718791008,0.974155187606812,4.985758313,4.85690232476273,3,8,8,8,8,,5,4,6,4,7,6,5,3,88,3,,66,1,4,3,12,66,6,66,1,2,4
RU,ESS1-9e01,1.0,10.12.2020,368736,ESS8e02_2,8,2.2,945,0.5068718791008,4.00043392181396,4.985758313,19.9451966812912,4,1,1,1,1,,3,3,2,2,4,3,3,4,3,2,,66,1,4,3,12,66,1,1,6,5,2
RU,ESS1-9e01,1.0,10.12.2020,368737,ESS8e02_2,8,2.2,946,1.0137437582016,0.547007381916046,4.985758313,2.72724660166029,2,2,2,2,2,,7,6,7,7,3,4,8,6,4,4,,2,1,7,5,12,66,1,3,6,6,2
RU,ESS1-9e01,1.0,10.12.2020,368738,ESS8e02_2,8,2.2,947,0.5068718791008,0.164209425449371,4.985758313,0.818708508007157,2,3,3,3,3,,6,7,7,7,6,4,5,7,5,3,,77,1,6,5,16,66,6,66,6,77,7
RU,ESS1-9e01,1.0,10.12.2020,368739,ESS8e02_2,8,2.2,948,0.5068718791008,0.252241224050522,4.985758313,1.25761377969118,4,2,2,2,1,,0,0,0,0,77,2,2,1,0,4,,66,2,3,5,12,66,1,6,2,77,7
RU,ESS1-9e01,1.0,10.12.2020,368740,ESS8e02_2,8,2.2,950,0.5068718791008,0.432545334100723,4.985758313,2.15656649524204,2,3,3,3,3,,2,4,3,1,5,6,9,7,9,2,,66,1,10,5,16,1,1,1,6,4,3
RU,ESS1-9e01,1.0,10.12.2020,368741,ESS8e02_2,8,2.2,951,1.0137437582016,0.865090668201447,4.985758313,4.31313299048409,4,1,1,1,1,,1,3,4,5,6,7,5,7,4,3,,66,1,6,5,15,66,1,3,6,5,2
RU,ESS1-9e01,1.0,10.12.2020,368742,ESS8e02_2,8,2.2,952,1.52061557769775,0.667115032672882,4.985758313,3.32607431987609,2,1,1,2,2,,5,4,6,5,6,7,8,4,4,1,,11,1,5,5,16,66,1,9,6,8,1
RU,ESS1-9e01,1.0,10.12.2020,368743,ESS8e02_2,8,2.2,953,0.5068718791008,1.88369750976562,4.985758313,9.39166051849136,3,2,2,3,3,,7,8,4,7,5,5,5,6,6,1,,1,1,6,3,10,66,1,4,6,6,2
RU,ESS1-9e01,1.0,10.12.2020,368744,ESS8e02_2,8,2.2,954,0.5068718791008,1.50785183906555,4.985758313,7.51778484139341,3,1,1,2,2,,3,3,4,6,5,4,4,5,5,4,,66,1,5,3,12,66,1,1,6,3,3
RU,ESS1-9e01,1.0,10.12.2020,368745,ESS8e02_2,8,2.2,955,0.5068718791008,4.00043392181396,4.985758313,19.9451966812912,3,1,1,1,1,,3,1,2,2,88,5,4,3,2,1,,66,1,8,3,12,66,1,6,6,5,2
RU,ESS1-9e01,1.0,10.12.2020,368746,ESS8e02_2,8,2.2,956,1.0137437582016,0.328418850898743,4.985758313,1.63741701601431,3,3,2,3,3,,7,8,9,9,88,4,8,5,7,2,,1,1,5,5,16,66,1,4,6,6,2
RU,ESS1-9e01,1.0,10.12.2020,368747,ESS8e02_2,8,2.2,957,1.52061557769775,2.35066175460815,4.985758313,11.7198313840888,1,3,3,3,4,,7,7,9,9,77,8,6,7,7,4,,66,1,7,2,10,66,6,66,6,77,7
RU,ESS1-9e01,1.0,10.12.2020,368748,ESS8e02_2,8,2.2,958,0.5068718791008,4.00043392181396,4.985758313,19.9451966812912,2,4,4,4,5,,7,8,10,7,88,7,5,5,6,2,,6,1,6,3,12,66,1,0,6,1,3
RU,ESS1-9e01,1.0,10.12.2020,368749,ESS8e02_2,8,2.2,959,1.0137437582016,0.328418850898743,4.985758313,1.63741701601431,7,1,1,1,1,,6,5,6,7,5,5,4,7,6,3,,66,1,7,5,16,66,1,5,6,2,2
RU,ESS1-9e01,1.0,10.12.2020,368750,ESS8e02_2,8,2.2,960,0.5068718791008,0.222371697425842,4.985758313,1.10869153901681,8,1,1,2,2,,5,3,77,6,4,3,6,4,4,3,,66,1,6,5,12,66,1,0,6,2,3
RU,ESS1-9e01,1.0,10.12.2020,368751,ESS8e02_2,8,2.2,961,1.52061557769775,0.756723940372467,4.985758313,3.77284267635814,2,3,3,3,3,,6,7,6,8,77,6,8,5,5,4,,66,1,6,5,16,66,1,1,6,7,2
RU,ESS1-9e01,1.0,10.12.2020,368752,ESS8e02_2,8,2.2,962,1.52061557769775,0.756723940372467,4.985758313,3.77284267635814,2,1,1,1,1,,8,8,9,8,6,6,5,7,4,4,,1,1,7,5,12,66,1,1,6,6,2
RU,ESS1-9e01,1.0,10.12.2020,368753,ESS8e02_2,8,2.2,964,1.0137437582016,0.865090668201447,4.985758313,4.31313299048409,3,3,3,2,4,,2,4,2,2,6,3,3,2,6,1,,1,1,10,5,16,66,1,0,6,8,2
RU,ESS1-9e01,1.0,10.12.2020,368754,ESS8e02_2,8,2.2,965,1.0137437582016,0.574966371059418,4.985758313,2.86664336420493,3,1,3,1,4,,0,1,0,0,3,0,0,0,5,1,,66,1,10,5,13,66,1,0,2,7,2
RU,ESS1-9e01,1.0,10.12.2020,368755,ESS8e02_2,8,2.2,966,1.0137437582016,2.95600318908691,4.985758313,14.7379174732446,3,2,3,2,2,,5,2,3,4,2,8,7,4,7,1,,66,1,5,3,11,66,1,0,6,8,3
RU,ESS1-9e01,1.0,10.12.2020,368756,ESS8e02_2,8,2.2,969,0.5068718791008,0.222371697425842,4.985758313,1.10869153901681,2,2,2,1,2,,2,5,3,0,3,0,3,0,3,1,,11,1,10,5,15,66,1,0,6,7,4
RU,ESS1-9e01,1.0,10.12.2020,368757,ESS8e02_2,8,2.2,970,1.0137437582016,3.0157036781311,4.985758313,15.0355696827868,3,2,2,1,2,,2,0,1,0,5,0,3,1,3,1,,66,1,10,3,13,66,1,0,6,8,2
RU,ESS1-9e01,1.0,10.12.2020,368758,ESS8e02_2,8,2.2,972,0.5068718791008,0.287483185529709,4.985758313,1.43332168210247,3,1,3,1,3,,0,0,2,1,5,1,2,0,5,1,,66,1,10,5,14,66,1,0,1,7,2
RU,ESS1-9e01,1.0,10.12.2020,368759,ESS8e02_2,8,2.2,974,1.0137437582016,0.574966371059418,4.985758313,2.86664336420493,3,2,3,3,2,,2,0,2,3,8,2,1,2,2,2,,66,1,10,5,12,66,1,0,6,8,3
RU,ESS1-9e01,1.0,10.12.2020,368760,ESS8e02_2,8,2.2,975,0.5068718791008,0.222371697425842,4.985758313,1.10869153901681,2,2,4,2,3,,0,0,0,0,8,0,0,0,2,1,,66,1,10,5,15,66,1,0,6,8,2
RU,ESS1-9e01,1.0,10.12.2020,368761,ESS8e02_2,8,2.2,978,1.0137437582016,1.76885604858398,4.985758313,8.81908874872793,4,2,3,2,2,,0,0,1,1,3,5,3,6,2,1,,66,1,10,2,9,66,1,0,1,8,3
RU,ESS1-9e01,1.0,10.12.2020,368762,ESS8e02_2,8,2.2,981,1.0137437582016,0.504482448101044,4.985758313,2.51522755938237,2,2,3,2,3,,0,0,2,2,7,0,2,4,2,1,,12,1,10,5,13,66,1,0,1,8,3
RU,ESS1-9e01,1.0,10.12.2020,368763,ESS8e02_2,8,2.2,983,2.0274875164032,4.00043392181396,4.985758313,19.9451966812912,2,2,3,2,3,,0,0,3,1,8,3,2,3,6,1,,6,1,10,3,12,66,6,66,6,5,2
RU,ESS1-9e01,1.0,10.12.2020,368764,ESS8e02_2,8,2.2,984,1.52061557769775,0.667115032672882,4.985758313,3.32607431987609,2,2,2,2,2,,0,0,3,0,5,0,3,5,4,1,,66,1,10,5,16,66,1,0,6,5,4
RU,ESS1-9e01,1.0,10.12.2020,368765,ESS8e02_2,8,2.2,986,1.52061557769775,0.667115032672882,4.985758313,3.32607431987609,3,2,3,2,3,,2,2,2,1,8,3,3,4,0,1,,66,1,10,5,13,66,1,0,6,9,4
RU,ESS1-9e01,1.0,10.12.2020,368766,ESS8e02_2,8,2.2,987,2.0274875164032,4.000319480896,4.985758313,19.9446261065331,2,2,2,2,3,,2,3,2,2,7,2,3,3,5,1,,66,1,10,3,14,66,1,10,6,10,2
RU,ESS1-9e01,1.0,10.12.2020,368767,ESS8e02_2,8,2.2,988,1.52061557769775,4.00043392181396,4.985758313,19.9451966812912,3,2,2,2,2,,0,0,2,2,2,3,4,5,3,2,,66,1,10,3,13,66,1,0,6,8,2
RU,ESS1-9e01,1.0,10.12.2020,368768,ESS8e02_2,8,2.2,990,0.5068718791008,1.48178732395172,4.985758313,7.38783346849032,3,2,1,2,1,,8,8,6,6,2,0,8,8,3,1,,2,1,9,3,12,66,1,0,6,3,4
RU,ESS1-9e01,1.0,10.12.2020,368769,ESS8e02_2,8,2.2,991,1.52061557769775,0.667115032672882,4.985758313,3.32607431987609,4,1,1,1,1,,6,7,7,7,5,4,8,88,8,1,,1,1,8,5,12,66,1,0,2,10,3
RU,ESS1-9e01,1.0,10.12.2020,368770,ESS8e02_2,8,2.2,993,2.0274875164032,4.000319480896,4.985758313,19.9446261065331,3,1,1,1,1,,3,5,1,1,4,3,4,6,6,2,,15,1,7,3,12,66,6,66,6,88,1
RU,ESS1-9e01,1.0,10.12.2020,368771,ESS8e02_2,8,2.2,994,1.52061557769775,0.862449884414673,4.985758313,4.29996668076634,1,1,5,2,5,,0,1,1,1,0,3,0,0,3,3,,66,1,6,5,15,66,1,3,6,8,3
RU,ESS1-9e01,1.0,10.12.2020,368772,ESS8e02_2,8,2.2,995,1.0137437582016,0.547007381916046,4.985758313,2.72724660166029,2,2,2,2,2,,7,7,6,6,4,3,4,3,3,2,,6,1,8,5,16,66,1,5,2,7,2
RU,ESS1-9e01,1.0,10.12.2020,368773,ESS8e02_2,8,2.2,996,0.5068718791008,0.252241224050522,4.985758313,1.25761377969118,1,3,5,3,4,,5,6,5,4,8,4,8,8,4,1,,1,1,10,5,17,66,1,7,6,77,1
RU,ESS1-9e01,1.0,10.12.2020,368774,ESS8e02_2,8,2.2,997,1.0137437582016,0.865090668201447,4.985758313,4.31313299048409,4,2,1,1,1,,6,7,4,4,6,5,6,6,7,2,,1,1,6,5,16,66,1,0,2,7,3
RU,ESS1-9e01,1.0,10.12.2020,368775,ESS8e02_2,8,2.2,999,2.0274875164032,4.00043392181396,4.985758313,19.9451966812912,3,2,2,2,2,,5,6,5,5,5,5,5,4,4,2,,66,1,8,3,14,66,6,66,6,9,3
