cntry,cname,cedition,cproddat,cseqno,name,essround,edition,idno,dweight,pspwght,pweight,anweight,polintr,psppsgva,actrolga,psppipla,cptppola,polcmpl,trstprl,trstlgl,trstplt,trstprt,lrscale,stfeco,stfgov,stfdem,stfedu,gincdif,prtyban,prtvtdru,ctzcntr,atchctr,edulvla,eduyrs,mainact,emplrel,iorgact,uemp5yr,hinctnta,hincfel
RU,ESS1-9e01,1.0,10.12.2020,369303,ESS8e02_2,8,2.2,1813,0.981432557106018,0.448811411857605,4.985758313,2.23766522763832,2,3,2,1,2,,2,3,3,3,5,3,2,2,3,3,,1,1,7,5,13,66,2,10,6,1,2
RU,ESS1-9e01,1.0,10.12.2020,369304,ESS8e02_2,8,2.2,1814,0.981432557106018,0.292176514863968,4.985758313,1.4567214878464,2,2,2,1,3,,4,2,3,3,5,4,4,4,4,2,,1,1,8,5,12,1,1,2,6,7,3
RU,ESS1-9e01,1.0,10.12.2020,369305,ESS8e02_2,8,2.2,1816,1.47214877605438,0.593496739864349,4.985758313,2.95903130451708,2,2,1,2,1,,5,5,4,4,88,2,2,2,2,1,,1,1,10,5,14,1,1,5,2,6,4
RU,ESS1-9e01,1.0,10.12.2020,369306,ESS8e02_2,8,2.2,1817,0.981432557106018,0.48664328455925,4.985758313,2.4262858014569,2,2,1,2,1,,2,4,2,2,5,2,1,1,1,1,,66,1,8,5,12,66,1,3,2,5,4
RU,ESS1-9e01,1.0,10.12.2020,369307,ESS8e02_2,8,2.2,1818,1.47214877605438,2.59996175765991,4.985758313,12.962780946735,4,3,1,2,1,,6,5,88,7,8,3,4,4,2,1,,1,1,10,3,11,6,1,3,2,8,3
RU,ESS1-9e01,1.0,10.12.2020,369308,ESS8e02_2,8,2.2,1819,1.96286511421204,0.9732865691185,4.985758313,4.85257160291381,2,3,1,1,1,,4,4,4,4,88,5,5,2,3,2,,77,1,8,5,11,1,1,2,6,6,4
RU,ESS1-9e01,1.0,10.12.2020,369309,ESS8e02_2,8,2.2,1822,0.490716278553009,0.19783228635788,4.985758313,0.986343966288595,3,2,2,2,2,,2,3,0,2,77,0,88,4,0,2,,1,1,9,5,15,66,1,5,2,4,4
RU,ESS1-9e01,1.0,10.12.2020,369310,ESS8e02_2,8,2.2,1823,0.981432557106018,0.292176514863968,4.985758313,1.4567214878464,2,8,3,3,2,,2,8,5,5,9,88,9,7,5,2,,11,1,10,5,14,66,1,1,6,3,3
RU,ESS1-9e01,1.0,10.12.2020,369311,ESS8e02_2,8,2.2,1824,0.981432557106018,0.448811411857605,4.985758313,2.23766522763832,3,1,2,2,2,,0,10,0,4,10,4,7,6,3,4,,1,1,9,5,11,66,1,0,2,8,2
RU,ESS1-9e01,1.0,10.12.2020,369312,ESS8e02_2,8,2.2,1825,0.981432557106018,0.769625425338745,4.985758313,3.83716636227881,1,3,3,2,3,,10,0,8,5,1,3,9,7,2,2,,13,1,10,5,12,66,1,1,1,3,4
RU,ESS1-9e01,1.0,10.12.2020,369313,ESS8e02_2,8,2.2,1827,0.981432557106018,0.769625425338745,4.985758313,3.83716636227881,3,2,1,1,1,,6,9,88,88,8,88,9,10,10,1,,1,1,10,5,12,66,6,66,1,3,3
RU,ESS1-9e01,1.0,10.12.2020,369314,ESS8e02_2,8,2.2,1828,1.47214877605438,3.95480108261108,4.985758313,19.7176823738896,2,1,2,1,2,,3,8,2,1,88,1,7,6,8,4,,1,1,10,3,10,8,1,0,2,5,3
RU,ESS1-9e01,1.0,10.12.2020,369315,ESS8e02_2,8,2.2,1829,0.981432557106018,0.448811411857605,4.985758313,2.23766522763832,3,1,1,2,1,,2,88,0,0,88,2,3,0,0,2,,66,1,10,5,11,66,1,10,1,3,4
RU,ESS1-9e01,1.0,10.12.2020,369316,ESS8e02_2,8,2.2,1830,0.490716278553009,1.31826758384705,4.985758313,6.57256356492383,3,2,2,1,1,,2,5,1,2,5,7,8,8,6,2,,1,1,9,3,11,66,1,0,6,1,3
RU,ESS1-9e01,1.0,10.12.2020,369317,ESS8e02_2,8,2.2,1831,0.490716278553009,0.146088257431984,4.985758313,0.728360743923198,2,3,2,2,2,,8,88,8,8,88,4,8,88,5,2,,2,1,10,5,14,66,1,9,6,1,3
RU,ESS1-9e01,1.0,10.12.2020,369318,ESS8e02_2,8,2.2,1833,0.490716278553009,1.2389839887619,4.985758313,6.17727472164355,1,1,1,2,1,,0,0,0,5,7,3,5,8,2,2,,13,1,9,1,3,66,1,0,6,1,4
RU,ESS1-9e01,1.0,10.12.2020,369319,ESS8e02_2,8,2.2,1834,0.490716278553009,1.3564544916153,4.985758313,6.76295425777715,4,1,2,1,2,,1,1,0,0,88,6,8,88,7,2,,2,1,9,2,8,66,1,0,6,1,3
RU,ESS1-9e01,1.0,10.12.2020,369320,ESS8e02_2,8,2.2,1835,0.490716278553009,0.224405705928802,4.985758313,1.11883261381916,4,1,1,1,1,,0,0,0,0,77,2,6,88,1,2,,13,1,5,5,13,66,1,0,6,2,4
RU,ESS1-9e01,1.0,10.12.2020,369321,ESS8e02_2,8,2.2,1836,0.490716278553009,0.932097971439362,4.985758313,4.64721520963423,4,1,2,1,1,,1,1,0,0,5,88,5,5,5,2,,66,1,9,2,9,66,1,0,6,1,4
RU,ESS1-9e01,1.0,10.12.2020,369322,ESS8e02_2,8,2.2,1839,0.490716278553009,1.3564544916153,4.985758313,6.76295425777715,4,1,1,1,1,,0,0,0,0,77,1,1,0,0,2,,66,1,88,2,8,66,1,0,1,1,4
RU,ESS1-9e01,1.0,10.12.2020,369323,ESS8e02_2,8,2.2,1840,0.490716278553009,0.146088257431984,4.985758313,0.728360743923198,3,2,1,1,1,,2,5,2,1,7,4,6,4,4,2,,2,1,9,5,13,66,1,0,6,1,4
RU,ESS1-9e01,1.0,10.12.2020,369324,ESS8e02_2,8,2.2,1842,0.490716278553009,0.255758732557297,4.985758313,1.27515122696989,4,1,1,1,1,,5,88,5,88,77,0,4,3,88,2,,66,1,10,5,11,66,1,1,1,3,3
RU,ESS1-9e01,1.0,10.12.2020,369325,ESS8e02_2,8,2.2,1844,0.490716278553009,0.19783228635788,4.985758313,0.986343966288595,1,4,4,4,3,,6,6,5,5,5,5,6,6,6,2,,1,1,8,5,16,6,1,6,6,7,2
RU,ESS1-9e01,1.0,10.12.2020,369326,ESS8e02_2,8,2.2,1845,0.490716278553009,0.146088257431984,4.985758313,0.728360743923198,3,1,1,1,1,,4,6,1,1,5,6,8,5,5,2,,1,1,8,5,15,66,1,1,6,2,3
RU,ESS1-9e01,1.0,10.12.2020,369327,ESS8e02_2,8,2.2,1849,1.99696290493011,1.18144655227661,4.985758313,5.8904069693783,2,3,2,2,3,,7,2,5,5,7,5,5,3,3,2,,66,1,8,5,15,66,1,2,6,8,4
RU,ESS1-9e01,1.0,10.12.2020,369328,ESS8e02_2,8,2.2,1852,0.998481452465057,0.224259272217751,4.985758313,1.11810253072698,2,1,1,1,1,,0,0,0,0,88,0,0,0,1,1,,2,1,10,5,15,66,1,0,6,5,2
RU,ESS1-9e01,1.0,10.12.2020,369329,ESS8e02_2,8,2.2,1853,0.998481452465057,0.224259272217751,4.985758313,1.11810253072698,2,5,2,2,2,,8,6,7,7,88,5,6,5,5,2,,1,1,8,5,15,1,1,5,2,9,2
RU,ESS1-9e01,1.0,10.12.2020,369330,ESS8e02_2,8,2.2,1857,0.998481452465057,0.392613351345062,4.985758313,1.95747528026343,3,3,3,3,3,,1,5,0,3,8,4,5,8,6,1,,66,1,8,5,16,66,1,8,2,9,2
RU,ESS1-9e01,1.0,10.12.2020,369331,ESS8e02_2,8,2.2,1858,0.499240726232529,0.196306675672531,4.985758313,0.978737640131717,3,2,1,1,1,,0,0,0,0,5,0,0,0,1,3,,66,1,8,5,16,66,2,10,6,8,2
RU,ESS1-9e01,1.0,10.12.2020,369332,ESS8e02_2,8,2.2,1859,0.998481452465057,0.344483584165573,4.985758313,1.71751189344554,2,2,1,1,1,,1,2,3,2,88,2,2,1,2,2,,1,1,7,5,12,66,1,1,6,7,3
RU,ESS1-9e01,1.0,10.12.2020,369333,ESS8e02_2,8,2.2,1861,0.499240726232529,0.151845484972,4.985758313,0.757064888990666,3,2,2,1,1,,3,4,3,3,5,3,7,4,3,3,,11,1,8,5,18,66,1,1,6,5,3
RU,ESS1-9e01,1.0,10.12.2020,369334,ESS8e02_2,8,2.2,1864,0.499240726232529,0.295361638069153,4.985758313,1.47260174234458,3,2,2,2,2,,0,0,2,0,88,5,6,4,2,1,,66,1,4,5,15,66,1,4,6,3,2
RU,ESS1-9e01,1.0,10.12.2020,369335,ESS8e02_2,8,2.2,1866,0.998481452465057,0.224259272217751,4.985758313,1.11810253072698,3,2,2,1,2,,2,5,3,3,88,5,6,88,3,2,,66,1,10,5,12,1,1,5,6,7,2
RU,ESS1-9e01,1.0,10.12.2020,369336,ESS8e02_2,8,2.2,1867,0.499240726232529,0.196306675672531,4.985758313,0.978737640131717,4,2,2,1,1,,3,5,3,2,88,3,5,3,3,3,,66,1,7,5,15,2,1,1,6,2,2
RU,ESS1-9e01,1.0,10.12.2020,369337,ESS8e02_2,8,2.2,1868,0.499240726232529,0.112129636108875,4.985758313,0.55905126536349,2,1,1,2,1,,1,2,1,1,77,1,1,2,4,2,,2,1,3,5,15,66,1,4,6,1,4
RU,ESS1-9e01,1.0,10.12.2020,369338,ESS8e02_2,8,2.2,1870,0.998481452465057,0.392613351345062,4.985758313,1.95747528026343,2,2,3,1,3,,3,4,2,3,88,4,7,88,2,3,,66,1,8,5,15,66,1,4,2,7,3
RU,ESS1-9e01,1.0,10.12.2020,369339,ESS8e02_2,8,2.2,1871,0.499240726232529,0.112129636108875,4.985758313,0.55905126536349,4,1,1,1,1,,0,0,1,0,1,0,0,0,1,1,,13,1,8,5,18,66,1,1,6,6,4
RU,ESS1-9e01,1.0,10.12.2020,369340,ESS8e02_2,8,2.2,1872,0.499240726232529,0.665197551250458,4.985758313,3.31651422093421,1,1,1,1,1,,2,1,5,2,5,0,1,3,88,3,,66,1,9,3,10,66,1,0,6,3,3
RU,ESS1-9e01,1.0,10.12.2020,369341,ESS8e02_2,8,2.2,1873,0.499240726232529,0.151845484972,4.985758313,0.757064888990666,3,2,2,1,1,,10,5,4,10,5,2,2,2,0,2,,66,1,3,5,16,66,1,8,1,7,3
RU,ESS1-9e01,1.0,10.12.2020,369342,ESS8e02_2,8,2.2,1874,0.998481452465057,2.01849412918091,4.985758313,10.0637238843054,4,1,1,1,1,,4,4,4,4,5,4,5,5,5,3,,66,1,5,3,14,66,1,0,6,7,2
RU,ESS1-9e01,1.0,10.12.2020,369343,ESS8e02_2,8,2.2,1875,0.998481452465057,0.303690969944,4.985758313,1.51412977798133,4,2,2,2,2,,0,0,0,0,5,0,2,88,0,1,,66,1,5,5,14,1,1,0,6,7,3
RU,ESS1-9e01,1.0,10.12.2020,369344,ESS8e02_2,8,2.2,1876,0.499240726232529,0.186760753393173,4.985758313,0.931143978772156,1,2,2,2,2,,2,2,2,2,5,5,2,2,0,1,,13,1,8,5,18,66,1,6,6,7,1
RU,ESS1-9e01,1.0,10.12.2020,369345,ESS8e02_2,8,2.2,1877,1.49772226810455,3.85882472991943,4.985758313,19.2391674756058,4,2,2,2,2,,5,3,88,2,5,1,5,5,4,3,,66,1,5,3,13,66,2,10,6,77,2
RU,ESS1-9e01,1.0,10.12.2020,369346,ESS8e02_2,8,2.2,1878,0.499240726232529,0.151845484972,4.985758313,0.757064888990666,4,1,1,1,1,,10,5,4,10,5,0,1,0,0,1,,66,1,5,5,18,66,1,0,6,6,4
RU,ESS1-9e01,1.0,10.12.2020,369347,ESS8e02_2,8,2.2,1880,0.499240726232529,0.112129636108875,4.985758313,0.55905126536349,4,1,1,1,1,,10,10,10,10,88,4,3,88,3,1,,66,1,88,5,13,1,1,0,6,9,2
RU,ESS1-9e01,1.0,10.12.2020,369348,ESS8e02_2,8,2.2,1882,0.499240726232529,0.151845484972,4.985758313,0.757064888990666,3,1,2,2,2,,4,4,4,4,88,2,7,2,4,1,,77,1,6,5,18,66,1,2,6,3,3
RU,ESS1-9e01,1.0,10.12.2020,369349,ESS8e02_2,8,2.2,1883,1.49772226810455,3.85882472991943,4.985758313,19.2391674756058,1,1,1,1,1,,5,5,5,5,6,1,5,5,3,1,,66,1,2,3,13,66,8,10,1,77,2
RU,ESS1-9e01,1.0,10.12.2020,369350,ESS8e02_2,8,2.2,1886,0.499240726232529,0.186760753393173,4.985758313,0.931143978772156,1,2,1,1,1,,1,4,1,2,5,3,6,5,3,2,,1,1,10,5,13,66,6,66,6,2,3
RU,ESS1-9e01,1.0,10.12.2020,369351,ESS8e02_2,8,2.2,1888,0.499240726232529,1.0118316411972,4.985758313,5.0447480164554,2,1,1,1,1,,88,88,3,3,88,2,6,4,5,2,,1,1,10,3,10,66,6,66,6,3,4
RU,ESS1-9e01,1.0,10.12.2020,369352,ESS8e02_2,8,2.2,1889,0.998481452465057,1.33039510250092,4.985758313,6.63302844186843,3,2,3,2,3,,3,4,3,3,88,2,3,4,5,2,,66,1,8,3,14,66,1,0,2,7,3
RU,ESS1-9e01,1.0,10.12.2020,369353,ESS8e02_2,8,2.2,1890,1.49772226810455,3.12342882156372,4.985758313,15.5726612121751,3,1,1,1,1,,5,6,4,4,88,3,9,5,5,2,,66,1,10,2,7,66,6,66,6,7,3
RU,ESS1-9e01,1.0,10.12.2020,369354,ESS8e02_2,8,2.2,1891,0.998481452465057,0.392613351345062,4.985758313,1.95747528026343,4,1,1,2,2,,4,5,4,4,88,2,3,2,3,2,,66,1,5,5,15,66,1,0,6,6,4
RU,ESS1-9e01,1.0,10.12.2020,369355,ESS8e02_2,8,2.2,1892,0.998481452465057,1.33039510250092,4.985758313,6.63302844186843,2,1,2,3,2,,3,3,3,2,5,3,3,3,2,2,,13,1,10,3,13,66,1,0,6,6,3
RU,ESS1-9e01,1.0,10.12.2020,369356,ESS8e02_2,8,2.2,1894,0.998481452465057,1.90195631980896,4.985758313,9.48269453245041,2,1,1,1,1,,3,3,2,2,88,3,7,5,4,1,,2,1,88,2,7,66,6,66,6,7,3
RU,ESS1-9e01,1.0,10.12.2020,369357,ESS8e02_2,8,2.2,1895,0.998481452465057,4.00043392181396,4.985758313,19.9451966812912,4,1,1,1,1,,0,2,0,0,88,2,2,0,2,2,,66,1,7,3,11,66,1,0,6,2,4
RU,ESS1-9e01,1.0,10.12.2020,369358,ESS8e02_2,8,2.2,1896,0.499240726232529,0.186760753393173,4.985758313,0.931143978772156,2,2,2,2,2,,0,2,0,2,88,1,3,4,2,2,,1,1,10,5,13,66,1,0,6,3,4
RU,ESS1-9e01,1.0,10.12.2020,369359,ESS8e02_2,8,2.2,1897,0.499240726232529,0.112129636108875,4.985758313,0.55905126536349,3,2,1,1,1,,1,3,1,1,5,2,5,2,2,2,,1,1,2,5,13,66,6,66,6,2,4
RU,ESS1-9e01,1.0,10.12.2020,369360,ESS8e02_2,8,2.2,1899,0.499240726232529,0.295361638069153,4.985758313,1.47260174234458,3,1,3,1,2,,5,7,3,3,5,2,3,2,2,3,,66,1,8,5,12,66,1,4,8,3,2
RU,ESS1-9e01,1.0,10.12.2020,369361,ESS8e02_2,8,2.2,1900,0.998481452465057,0.344483584165573,4.985758313,1.71751189344554,4,1,1,1,1,,0,2,8,0,88,4,1,1,3,1,,66,1,9,5,16,66,1,5,1,8,2
RU,ESS1-9e01,1.0,10.12.2020,369362,ESS8e02_2,8,2.2,1902,0.499240726232529,0.112129636108875,4.985758313,0.55905126536349,2,1,1,1,1,,5,4,3,3,5,2,4,3,3,1,,2,1,9,5,17,1,1,1,1,2,3
RU,ESS1-9e01,1.0,10.12.2020,369363,ESS8e02_2,8,2.2,1903,0.998481452465057,0.392613351345062,4.985758313,1.95747528026343,3,3,3,3,3,,4,3,5,6,88,2,3,3,3,3,,66,1,5,5,12,66,1,5,6,9,2
RU,ESS1-9e01,1.0,10.12.2020,369364,ESS8e02_2,8,2.2,1904,1.49772226810455,3.08889007568359,4.985758313,15.4004593727827,3,2,2,3,3,,4,3,5,5,6,4,6,4,6,3,,13,1,4,3,14,66,6,66,6,7,2
RU,ESS1-9e01,1.0,10.12.2020,369365,ESS8e02_2,8,2.2,1905,0.499240726232529,1.02963018417358,4.985758313,5.13348725005917,3,2,3,2,2,,3,3,3,3,5,4,4,3,2,3,,66,1,3,3,15,1,1,4,6,2,3
RU,ESS1-9e01,1.0,10.12.2020,369366,ESS8e02_2,8,2.2,1906,0.499240726232529,0.196306675672531,4.985758313,0.978737640131717,3,4,3,3,4,,5,5,4,6,88,4,5,5,5,3,,66,1,4,5,15,66,1,4,6,77,2
RU,ESS1-9e01,1.0,10.12.2020,369367,ESS8e02_2,8,2.2,1907,0.998481452465057,0.590723276138306,4.985758313,2.94520348468915,2,2,1,2,1,,5,5,5,5,88,3,6,5,3,3,,66,1,7,5,15,66,1,4,1,77,2
RU,ESS1-9e01,1.0,10.12.2020,369368,ESS8e02_2,8,2.2,1909,0.499240726232529,0.196306675672531,4.985758313,0.978737640131717,2,8,2,2,2,,2,1,1,1,88,88,4,88,4,2,,66,1,5,5,17,1,1,4,6,77,7
RU,ESS1-9e01,1.0,10.12.2020,369369,ESS8e02_2,8,2.2,1913,0.499240726232529,0.196306675672531,4.985758313,0.978737640131717,2,3,3,2,2,,2,5,4,3,88,5,4,6,3,3,,66,1,7,5,14,1,1,10,6,77,1
RU,ESS1-9e01,1.0,10.12.2020,369370,ESS8e02_2,8,2.2,1914,0.499240726232529,0.196306675672531,4.985758313,0.978737640131717,3,3,3,3,3,,5,4,4,3,3,4,6,5,6,8,,66,1,7,5,15,66,1,5,6,7,2
RU,ESS1-9e01,1.0,10.12.2020,369371,ESS8e02_2,8,2.2,1915,1.99696290493011,3.71022701263428,4.985758313,18.4982951713585,2,3,5,3,3,,4,4,5,7,7,4,7,5,7,1,,66,1,7,3,13,66,6,66,2,88,2
RU,ESS1-9e01,1.0,10.12.2020,369372,ESS8e02_2,8,2.2,1917,0.499240726232529,0.295361638069153,4.985758313,1.47260174234458,2,1,2,1,2,,0,0,5,0,5,0,0,0,3,3,,66,1,3,5,15,66,1,2,1,1,3
RU,ESS1-9e01,1.0,10.12.2020,369373,ESS8e02_2,8,2.2,1918,0.998481452465057,0.344483584165573,4.985758313,1.71751189344554,2,3,3,3,3,,5,4,7,7,5,2,4,4,3,3,,1,1,7,5,15,66,1,5,6,77,1
RU,ESS1-9e01,1.0,10.12.2020,369374,ESS8e02_2,8,2.2,1919,0.998481452465057,0.392613351345062,4.985758313,1.95747528026343,3,3,3,3,3,,3,5,3,3,77,6,7,3,5,3,,1,1,7,5,17,66,1,6,6,9,2
RU,ESS1-9e01,1.0,10.12.2020,369375,ESS8e02_2,8,2.2,1920,0.499240726232529,0.665197551250458,4.985758313,3.31651422093421,3,3,3,3,3,,7,6,1,1,4,7,5,6,3,3,,66,1,7,3,10,66,1,2,6,1,3
RU,ESS1-9e01,1.0,10.12.2020,369376,ESS8e02_2,8,2.2,1921,1.99696290493011,0.785226702690125,4.985758313,3.91495056052687,3,3,4,3,3,,0,9,0,0,5,1,2,6,4,3,,66,1,8,5,18,2,1,1,6,8,2
RU,ESS1-9e01,1.0,10.12.2020,369377,ESS8e02_2,8,2.2,1922,0.998481452465057,0.392613351345062,4.985758313,1.95747528026343,3,3,3,3,3,,7,6,7,8,5,2,4,5,7,3,,6,1,7,5,16,66,1,6,6,77,2
RU,ESS1-9e01,1.0,10.12.2020,369378,ESS8e02_2,8,2.2,1923,1.99696290493011,0.607381939888,4.985758313,3.02825955596266,3,3,3,3,5,,6,5,5,7,5,3,3,3,6,3,,66,1,5,5,15,66,1,4,2,77,1
RU,ESS1-9e01,1.0,10.12.2020,369379,ESS8e02_2,8,2.2,1924,0.998481452465057,0.392613351345062,4.985758313,1.95747528026343,2,2,2,2,8,,5,3,3,5,88,3,5,4,6,2,,77,1,7,5,16,66,2,10,2,9,2
RU,ESS1-9e01,1.0,10.12.2020,369380,ESS8e02_2,8,2.2,1927,0.499240726232529,1.0118316411972,4.985758313,5.0447480164554,1,4,1,2,1,,1,1,2,2,77,6,6,6,5,3,,66,1,9,3,11,5,1,3,6,2,4
RU,ESS1-9e01,1.0,10.12.2020,369381,ESS8e02_2,8,2.2,1929,1.99696290493011,0.785226702690125,4.985758313,3.91495056052687,3,3,3,3,2,,6,8,5,5,8,4,6,6,7,2,,66,1,8,5,15,66,1,5,6,4,3
RU,ESS1-9e01,1.0,10.12.2020,369382,ESS8e02_2,8,2.2,1930,0.998481452465057,0.590723276138306,4.985758313,2.94520348468915,3,7,5,3,3,,6,5,4,88,5,7,7,6,6,4,,66,1,9,5,13,66,7,7,6,8,2
RU,ESS1-9e01,1.0,10.12.2020,369383,ESS8e02_2,8,2.2,1931,0.998481452465057,1.33039510250092,4.985758313,6.63302844186843,1,3,1,3,2,,5,5,5,5,6,6,6,5,5,4,,1,1,9,3,11,66,1,6,6,6,2
RU,ESS1-9e01,1.0,10.12.2020,369384,ESS8e02_2,8,2.2,1932,1.49772226810455,0.588919997215271,4.985758313,2.93621277180797,2,2,2,2,1,,3,3,2,2,5,7,6,7,4,3,,66,1,7,5,14,66,1,4,6,8,2
RU,ESS1-9e01,1.0,10.12.2020,369385,ESS8e02_2,8,2.2,1933,0.499240726232529,0.112129636108875,4.985758313,0.55905126536349,3,3,1,8,1,,5,6,6,6,5,7,7,5,6,3,,1,1,8,5,14,66,1,6,6,3,1
RU,ESS1-9e01,1.0,10.12.2020,369386,ESS8e02_2,8,2.2,1940,1.49772226810455,0.455536723136902,4.985758313,2.27119600425659,2,4,3,5,8,,8,8,6,4,5,7,6,5,7,2,,66,1,10,5,14,66,2,10,6,6,2
RU,ESS1-9e01,1.0,10.12.2020,369387,ESS8e02_2,8,2.2,1947,1.49772226810455,0.455536723136902,4.985758313,2.27119600425659,1,1,7,1,7,,0,0,0,0,77,0,5,5,5,1,,77,1,10,5,13,66,1,4,6,6,3
RU,ESS1-9e01,1.0,10.12.2020,369388,ESS8e02_2,8,2.2,1948,1.49772226810455,0.516725659370422,4.985758313,2.57626925174649,1,3,4,5,4,,8,5,3,3,88,7,6,5,7,4,,1,1,10,5,13,66,1,8,6,8,2
RU,ESS1-9e01,1.0,10.12.2020,369389,ESS8e02_2,8,2.2,1949,0.998481452465057,0.344483584165573,4.985758313,1.71751189344554,2,3,2,3,3,,7,6,5,5,5,6,6,5,6,2,,1,1,8,5,13,66,1,3,6,7,2
RU,ESS1-9e01,1.0,10.12.2020,369390,ESS8e02_2,8,2.2,1950,0.998481452465057,1.33039510250092,4.985758313,6.63302844186843,1,7,5,4,8,,10,5,6,4,5,6,7,6,7,3,,2,1,5,3,10,66,1,2,6,5,3
RU,ESS1-9e01,1.0,10.12.2020,369391,ESS8e02_2,8,2.2,1951,0.499240726232529,0.665197551250458,4.985758313,3.31651422093421,2,2,1,1,2,,7,6,3,3,88,4,7,4,4,1,,11,1,8,3,11,66,1,3,6,8,1
RU,ESS1-9e01,1.0,10.12.2020,369392,ESS8e02_2,8,2.2,1953,0.499240726232529,0.186760753393173,4.985758313,0.931143978772156,1,1,1,1,2,,7,7,4,5,7,3,5,4,4,2,,8,1,9,5,17,66,1,4,6,77,1
RU,ESS1-9e01,1.0,10.12.2020,369393,ESS8e02_2,8,2.2,1954,0.499240726232529,0.112129636108875,4.985758313,0.55905126536349,2,1,1,1,1,,6,7,5,5,7,4,5,4,4,2,,8,1,8,5,13,66,1,2,6,3,2
RU,ESS1-9e01,1.0,10.12.2020,369394,ESS8e02_2,8,2.2,1955,0.499240726232529,0.112129636108875,4.985758313,0.55905126536349,2,1,1,2,2,,6,7,4,4,6,3,5,4,4,1,,66,1,8,5,13,66,1,3,6,1,4
RU,ESS1-9e01,1.0,10.12.2020,369395,ESS8e02_2,8,2.2,1957,0.499240726232529,0.112129636108875,4.985758313,0.55905126536349,2,2,1,1,1,,6,7,4,5,7,4,5,5,5,2,,1,1,7,5,14,66,1,2,6,2,3
RU,ESS1-9e01,1.0,10.12.2020,369396,ESS8e02_2,8,2.2,1960,0.998481452465057,0.303690969944,4.985758313,1.51412977798133,3,1,1,1,1,,7,8,5,5,8,4,7,5,6,2,,1,1,7,5,16,1,1,5,6,8,2
RU,ESS1-9e01,1.0,10.12.2020,369397,ESS8e02_2,8,2.2,1961,0.499240726232529,0.665197551250458,4.985758313,3.31651422093421,3,1,1,1,1,,5,7,4,4,6,4,5,4,4,2,,66,1,8,3,12,66,1,4,6,3,3
RU,ESS1-9e01,1.0,10.12.2020,369398,ESS8e02_2,8,2.2,1962,0.499240726232529,0.186760753393173,4.985758313,0.931143978772156,3,2,1,1,1,,6,7,4,5,7,4,5,5,5,2,,1,1,7,5,13,66,1,2,6,2,3
RU,ESS1-9e01,1.0,10.12.2020,369399,ESS8e02_2,8,2.2,1964,0.998481452465057,0.344483584165573,4.985758313,1.71751189344554,4,1,2,2,2,,5,7,4,4,5,4,4,4,4,2,,13,1,8,5,15,66,1,3,6,8,2
RU,ESS1-9e01,1.0,10.12.2020,369400,ESS8e02_2,8,2.2,1965,0.499240726232529,0.112129636108875,4.985758313,0.55905126536349,3,1,1,1,1,,5,7,4,4,7,4,5,5,4,1,,8,1,9,5,15,66,1,7,6,2,3
RU,ESS1-9e01,1.0,10.12.2020,369401,ESS8e02_2,8,2.2,1966,0.998481452465057,0.303690969944,4.985758313,1.51412977798133,2,1,2,1,1,,4,5,4,4,7,4,5,5,4,2,,1,1,9,5,15,66,1,4,6,8,2
RU,ESS1-9e01,1.0,10.12.2020,369402,ESS8e02_2,8,2.2,1967,0.998481452465057,0.224259272217751,4.985758313,1.11810253072698,3,2,1,1,1,,6,7,4,5,6,4,5,5,5,2,,11,1,8,5,12,8,1,4,6,4,3
RU,ESS1-9e01,1.0,10.12.2020,369403,ESS8e02_2,8,2.2,1970,0.998481452465057,0.392613351345062,4.985758313,1.95747528026343,3,2,2,1,1,,7,6,3,3,8,5,6,4,4,2,,66,1,6,5,14,66,1,3,6,8,2
RU,ESS1-9e01,1.0,10.12.2020,369404,ESS8e02_2,8,2.2,1971,1.99696290493011,2.41571259498596,4.985758313,12.0441591522701,3,2,1,2,2,,7,6,5,5,88,5,5,5,4,1,,66,1,6,2,9,66,6,66,6,9,2
RU,ESS1-9e01,1.0,10.12.2020,369405,ESS8e02_2,8,2.2,1972,0.998481452465057,2.02366328239441,4.985758313,10.0894960329108,3,2,1,1,1,,6,7,4,5,7,4,5,5,5,2,,1,1,7,3,11,8,1,4,2,3,4
RU,ESS1-9e01,1.0,10.12.2020,369406,ESS8e02_2,8,2.2,1973,0.998481452465057,0.344483584165573,4.985758313,1.71751189344554,2,2,2,2,2,,6,7,5,5,7,6,5,5,4,2,,1,1,8,5,17,66,1,5,6,9,2
RU,ESS1-9e01,1.0,10.12.2020,369407,ESS8e02_2,8,2.2,1975,0.499240726232529,1.00924706459045,4.985758313,5.0318619421527,3,1,1,1,1,,6,7,4,4,5,4,5,5,3,1,,66,1,7,3,12,66,6,66,6,3,3
RU,ESS1-9e01,1.0,10.12.2020,369408,ESS8e02_2,8,2.2,1976,0.499240726232529,1.28627395629883,4.985758313,6.41305107041228,3,2,1,1,1,,7,6,3,3,5,4,7,4,4,1,,77,1,9,3,12,66,1,4,6,77,2
RU,ESS1-9e01,1.0,10.12.2020,369409,ESS8e02_2,8,2.2,1977,0.499240726232529,0.112129636108875,4.985758313,0.55905126536349,1,8,2,3,1,,3,3,3,3,88,3,5,88,4,1,,1,1,10,5,13,66,1,0,2,1,4
